,Unnamed: 0,ID,Season,Fixture,MatchDay,Date,Time,Home Team,Away Team,Refree,Yellow Home,Yellow Away,2nd Yellow Home,2nd Yellow Away,Red Home,Red Away,Half Time Result,Full Time Result,Home Goals,Away Goals,Winner
441,441,681,2013,Telefonat Beni Suef x Petrojet,17,"Wed, Apr 16, 2014",3:30 PM,Telefonat Beni Suef,Petrojet,Said Hamza,2,2,0,0,1,1,0:1 ,1:1,1,1,Draw
442,442,682,2013,Qanah FC x Wadi Degla FC,17,"Thu, Apr 17, 2014",3:30 PM,Qanah FC,Wadi Degla FC,Ahmed El Ghandour,1,3,0,0,0,0,0:1 ,2:1,2,1,Home
443,443,683,2013,Masry Port Said x Tala'ea El Gaish,17,"Thu, Apr 17, 2014",3:30 PM,Masry Port Said,Tala'ea El Gaish,Mahmoud Ashour,1,1,0,0,0,0,1:1 ,1:1,1,1,Draw
444,444,684,2013,El Shorta x Harras El Hodoud,17,"Thu, Apr 17, 2014",3:30 PM,El Shorta,Harras El Hodoud,Mohamed Ali Shata,2,0,0,0,0,0,1:0 ,2:0,2,0,Home
445,445,685,2013,Zamalek SC x El Minya FC,17,"Thu, Apr 17, 2014",6:00 PM,Zamalek SC,El Minya FC,Samir Osman,4,2,0,0,0,0,1:0 ,4:0,4,0,Home
446,446,686,2013,El Dakhlia SC x Smouha SC,18,"Sat, Apr 19, 2014",3:30 PM,El Dakhlia SC,Smouha SC,Gehad Grisha,1,1,0,0,0,0,0:1 ,0:3,0,3,Away
447,447,687,2013,Ittehad Alexandria x Ghazl Mahalla,18,"Sat, Apr 19, 2014",3:30 PM,Ittehad Alexandria,Ghazl Mahalla,Mohamed Maarouf,1,3,0,0,0,0,1:1 ,2:1,2,1,Home
448,448,688,2013,Masr El Makasa x El Raja Marsa Matruh,18,"Sat, Apr 19, 2014",3:30 PM,Masr El Makasa,El Raja Marsa Matruh,Tarek Samy,0,0,0,0,0,0,1:1 ,1:1,1,1,Draw
449,449,689,2013,El Gouna FC x Arab Contractors SC,18,"Sat, Apr 19, 2014",3:30 PM,El Gouna FC,Arab Contractors SC,Mahmoud Bassiouni,2,1,1,0,0,0,1:0 ,1:0,1,0,Home
450,450,690,2013,Entag El Harby x Enppi Club,18,"Sat, Apr 19, 2014",6:00 PM,Entag El Harby,Enppi Club,Fahim Omar,5,2,0,0,0,0,0:1 ,0:1,0,1,Away
451,451,691,2013,Petrojet x Zamalek SC,18,"Tue, Apr 22, 2014",3:30 PM,Petrojet,Zamalek SC,Mahmoud El Banna,1,2,0,0,0,0,1:1 ,4:2,4,2,Home
452,452,692,2013,El Minya FC x El Shorta,18,"Tue, Apr 22, 2014",3:30 PM,El Minya FC,El Shorta,Rafaat El Asklany,2,1,0,0,0,0,0:0 ,0:1,0,1,Away
453,453,693,2013,Qanah FC x Telefonat Beni Suef,18,"Tue, Apr 22, 2014",3:30 PM,Qanah FC,Telefonat Beni Suef,Nader Kamar,1,5,0,0,0,0,0:1 ,0:1,0,1,Away
454,454,694,2013,Wadi Degla FC x Ismaily SC,18,"Tue, Apr 22, 2014",6:00 PM,Wadi Degla FC,Ismaily SC,Mohamed Hanafy,1,1,0,0,0,0,0:0 ,0:2,0,2,Away
455,455,695,2013,Harras El Hodoud x Masry Port Said,18,"Wed, Apr 23, 2014",3:30 PM,Harras El Hodoud,Masry Port Said,Ibrahim Nour Eldin,2,0,0,0,0,0,0:0 ,0:0,0,0,Draw
456,456,696,2013,Enppi Club x El Dakhlia SC,19,"Wed, Apr 23, 2014",3:30 PM,Enppi Club,El Dakhlia SC,Hossam El Gallad,0,2,0,0,0,0,0:1 ,2:2,2,2,Draw
457,457,697,2013,Arab Contractors SC x Masr El Makasa,19,"Wed, Apr 23, 2014",3:30 PM,Arab Contractors SC,Masr El Makasa,Tarek Magdi,1,4,0,0,0,0,4:0 ,4:2,4,2,Home
458,458,698,2013,Smouha SC x Ittehad Alexandria,19,"Wed, Apr 23, 2014",3:30 PM,Smouha SC,Ittehad Alexandria,Mohamed Farouk,2,1,0,0,0,0,1:1 ,2:3,2,3,Away
459,459,699,2013,El Raja Marsa Matruh x Entag El Harby,19,"Thu, Apr 24, 2014",3:30 PM,El Raja Marsa Matruh,Entag El Harby,Mohamed Adel,2,2,0,0,0,0,1:0 ,3:1,3,1,Home
460,460,700,2013,Telefonat Beni Suef x Wadi Degla FC,19,"Sat, Apr 26, 2014",3:30 PM,Telefonat Beni Suef,Wadi Degla FC,Hesham Abdelhamid,2,0,0,0,0,0,0:0 ,1:0,1,0,Home
461,461,701,2013,Masry Port Said x El Minya FC,19,"Sun, Apr 27, 2014",3:30 PM,Masry Port Said,El Minya FC,Osama El Aref,3,0,0,0,0,0,0:0 ,1:0,1,0,Home
462,462,702,2013,El Shorta x Petrojet,19,"Sun, Apr 27, 2014",3:30 PM,El Shorta,Petrojet,Fahim Omar,2,3,0,1,1,0,2:1 ,3:2,3,2,Home
463,463,703,2013,Ismaily SC x Tala'ea El Gaish,19,"Sun, Apr 27, 2014",3:30 PM,Ismaily SC,Tala'ea El Gaish,Samir Osman,2,2,0,0,0,0,1:2 ,2:3,2,3,Away
464,464,704,2013,Zamalek SC x Qanah FC,19,"Sun, Apr 27, 2014",6:00 PM,Zamalek SC,Qanah FC,Mohamed Sabahi,3,1,0,0,0,0,2:0 ,4:0,4,0,Home
465,465,705,2013,Ghazl Mahalla x El Ahly Cairo,19,"Sun, May 11, 2014",4:00 PM,Ghazl Mahalla,El Ahly Cairo,Mohamed Hanafy,2,2,0,0,0,0,1:0 ,1:1,1,1,Draw
466,466,706,2013,Wadi Degla FC x Tala'ea El Gaish,20,"Mon, May 5, 2014",4:00 PM,Wadi Degla FC,Tala'ea El Gaish,Sherif Rashwan,2,2,0,0,0,0,0:0 ,0:0,0,0,Draw
467,467,707,2013,Harras El Hodoud x Ismaily SC,20,"Mon, May 5, 2014",4:00 PM,Harras El Hodoud,Ismaily SC,Ahmed El Ghandour,4,2,2,0,1,1,0:0 ,0:0,0,0,Draw
468,468,708,2013,Qanah FC x El Shorta,20,"Mon, May 5, 2014",4:00 PM,Qanah FC,El Shorta,Mahmoud Bassiouni,3,1,0,0,0,0,0:1 ,0:3,0,3,Away
469,469,709,2013,Petrojet x Masry Port Said,20,"Mon, May 5, 2014",4:00 PM,Petrojet,Masry Port Said,Mohamed Farouk,2,1,0,0,0,0,0:1 ,1:1,1,1,Draw
470,470,710,2013,Telefonat Beni Suef x Zamalek SC,20,"Mon, May 5, 2014",8:00 PM,Telefonat Beni Suef,Zamalek SC,Mahmoud Ashour,1,1,1,0,0,0,1:1 ,1:2,1,2,Away
471,471,711,2013,Entag El Harby x Arab Contractors SC,20,"Wed, May 7, 2014",4:00 PM,Entag El Harby,Arab Contractors SC,Sameh Farouk,1,1,0,0,0,0,0:1 ,0:2,0,2,Away
472,472,712,2013,El Dakhlia SC x El Raja Marsa Matruh,20,"Wed, May 7, 2014",4:00 PM,El Dakhlia SC,El Raja Marsa Matruh,Amin Omar,4,1,0,0,0,0,3:0 ,5:2,5,2,Home
473,473,713,2013,El Gouna FC x Ghazl Mahalla,20,"Wed, May 7, 2014",4:00 PM,El Gouna FC,Ghazl Mahalla,Ashraf Rashad,1,3,0,0,0,0,1:0 ,3:0,3,0,Home
474,474,714,2013,Ittehad Alexandria x El Ahly Cairo,20,"Wed, May 7, 2014",7:00 PM,Ittehad Alexandria,El Ahly Cairo,Mahmoud El Banna,1,0,0,0,0,0,0:1 ,0:2,0,2,Away
475,475,715,2013,Smouha SC x Enppi Club,20,"Thu, May 8, 2014",4:00 PM,Smouha SC,Enppi Club,tbc,6,4,0,1,0,0,0:0 ,1:1,1,1,Draw
476,476,716,2013,El Minya FC x Ismaily SC,21,"Mon, May 12, 2014",4:00 PM,El Minya FC,Ismaily SC,Fahim Omar,3,3,0,1,0,0,1:1 ,3:2,3,2,Home
477,477,717,2013,Tala'ea El Gaish x Harras El Hodoud,21,"Tue, May 13, 2014",4:00 PM,Tala'ea El Gaish,Harras El Hodoud,Ibrahim Nour Eldin,0,1,0,0,0,0,0:0 ,1:0,1,0,Home
478,478,718,2013,Masry Port Said x Qanah FC,21,"Tue, May 13, 2014",4:00 PM,Masry Port Said,Qanah FC,Gehad Grisha,3,2,0,0,0,0,0:0 ,0:0,0,0,Draw
479,479,719,2013,Zamalek SC x Wadi Degla FC,21,"Tue, May 13, 2014",4:00 PM,Zamalek SC,Wadi Degla FC,Samir Osman,0,2,0,0,0,0,0:2 ,2:2,2,2,Draw
480,480,720,2013,El Shorta x Telefonat Beni Suef,21,"Tue, May 13, 2014",4:00 PM,El Shorta,Telefonat Beni Suef,Hossam El Gallad,3,2,0,0,0,0,0:0 ,2:1,2,1,Home
481,481,721,2013,Arab Contractors SC x El Dakhlia SC,21,"Thu, Jun 12, 2014",5:00 PM,Arab Contractors SC,El Dakhlia SC,Ahmed El Adawi,3,4,1,0,0,0,0:1 ,1:2,1,2,Away
482,482,722,2013,Enppi Club x Ittehad Alexandria,21,"Thu, Jun 12, 2014",5:00 PM,Enppi Club,Ittehad Alexandria,Mahmoud Ashour,0,2,0,0,0,0,1:0 ,3:1,3,1,Home
483,483,723,2013,Ghazl Mahalla x Masr El Makasa,21,"Thu, Jun 12, 2014",5:00 PM,Ghazl Mahalla,Masr El Makasa,Mohamed Maarouf,2,3,0,0,0,0,0:0 ,0:0,0,0,Draw
484,484,724,2013,El Raja Marsa Matruh x Smouha SC,21,"Thu, Jun 12, 2014",5:00 PM,El Raja Marsa Matruh,Smouha SC,Mohamed Hanafy,1,2,0,0,0,0,1:0 ,2:0,2,0,Home
485,485,725,2013,El Ahly Cairo x El Gouna FC,21,"Thu, Jun 12, 2014",5:00 PM,El Ahly Cairo,El Gouna FC,Mahmoud Bassiouni,4,0,0,0,0,0,0:0 ,1:0,1,0,Home
486,486,726,2013,Zamalek SC x El Shorta,22,"Sat, Jun 14, 2014",4:15 PM,Zamalek SC,El Shorta,Ibrahim Nour Eldin,1,4,0,0,0,0,2:1 ,4:3,4,3,Home
487,487,727,2013,El Minya FC x Tala'ea El Gaish,22,"Sat, Jun 14, 2014",4:15 PM,El Minya FC,Tala'ea El Gaish,Mohamed Ali Shata,2,2,1,0,0,0,0:0 ,0:1,0,1,Away
488,488,728,2013,Telefonat Beni Suef x Masry Port Said,22,"Sat, Jun 14, 2014",4:15 PM,Telefonat Beni Suef,Masry Port Said,Samir Osman,3,2,0,0,0,0,2:1 ,2:2,2,2,Draw
489,489,729,2013,Harras El Hodoud x Wadi Degla FC,22,"Sat, Jun 14, 2014",4:15 PM,Harras El Hodoud,Wadi Degla FC,Fahim Omar,3,4,0,0,0,1,1:0 ,2:0,2,0,Home
490,490,730,2013,Petrojet x Ismaily SC,22,"Sat, Jun 14, 2014",4:15 PM,Petrojet,Ismaily SC,Mahmoud El Banna,3,0,0,0,0,0,1:1 ,1:1,1,1,Draw
491,491,731,2013,Masr El Makasa x El Ahly Cairo,22,"Mon, Jun 16, 2014",4:15 PM,Masr El Makasa,El Ahly Cairo,Rafaat El Asklany,4,2,1,0,0,0,0:2 ,0:3,0,3,Away
492,492,732,2013,Smouha SC x Arab Contractors SC,22,"Mon, Jun 16, 2014",4:15 PM,Smouha SC,Arab Contractors SC,Walid Abdelaziz,5,3,0,0,0,0,0:0 ,0:0,0,0,Draw
493,493,733,2013,El Gouna FC x Ittehad Alexandria,22,"Mon, Jun 16, 2014",4:15 PM,El Gouna FC,Ittehad Alexandria,Hassan Anwar,2,2,0,0,0,0,1:0 ,1:1,1,1,Draw
494,494,734,2013,Enppi Club x El Raja Marsa Matruh,22,"Mon, Jun 16, 2014",4:15 PM,Enppi Club,El Raja Marsa Matruh,Mohamed Farouk,2,1,0,0,0,0,0:0 ,1:2,1,2,Away
495,495,735,2014,Petrojet x Wadi Degla FC,1,"Mon, Sep 15, 2014",3:15 PM,Petrojet,Wadi Degla FC,Mohamed Sabahi,0,0,0,0,0,0,1:0 ,1:1,1,1,Draw
496,496,736,2014,Harras El Hodoud x Alassiouty Sport,1,"Mon, Sep 15, 2014",3:15 PM,Harras El Hodoud,Alassiouty Sport,Tarek Magdi,3,3,0,0,0,0,1:0 ,2:1,2,1,Home
497,497,737,2014,El Dakhlia SC x Arab Contractors SC,1,"Mon, Sep 15, 2014",3:15 PM,El Dakhlia SC,Arab Contractors SC,Mahmoud Bassiouni,4,1,0,0,0,0,0:0 ,2:0,2,0,Home
498,498,738,2014,El Gouna FC x Ittehad Alexandria,1,"Mon, Sep 15, 2014",3:15 PM,El Gouna FC,Ittehad Alexandria,Amr Ayed,2,2,0,0,0,0,0:0 ,0:0,0,0,Draw
499,499,739,2014,Tala'ea El Gaish x El Nasr,1,"Mon, Sep 15, 2014",6:15 PM,Tala'ea El Gaish,El Nasr,Hesham Abdelhamid,1,4,0,0,0,0,2:0 ,5:0,5,0,Home
500,500,740,2014,Smouha SC x Ala'ab Damanhour,1,"Tue, Sep 16, 2014",3:15 PM,Smouha SC,Ala'ab Damanhour,Abdelaziz El Sayed,1,1,0,0,0,0,2:0 ,5:1,5,1,Home
501,501,741,2014,Masr El Makasa x El Raja Marsa Matruh,1,"Tue, Sep 16, 2014",3:15 PM,Masr El Makasa,El Raja Marsa Matruh,Amin Omar,2,2,0,0,0,0,2:0 ,2:1,2,1,Home
502,502,742,2014,Masry Port Said x Ismaily SC,1,"Tue, Sep 16, 2014",6:00 PM,Masry Port Said,Ismaily SC,Ibrahim Nour Eldin,0,0,0,0,0,0,0:2 ,2:2,2,2,Draw
503,503,743,2014,El Ahly Cairo x El Shorta,1,"Sat, Oct 18, 2014",7:00 PM,El Ahly Cairo,El Shorta,Mohamed Farouk,0,2,0,0,0,0,2:0 ,3:0,3,0,Home
504,504,744,2014,Enppi Club x Zamalek SC,1,"Thu, Dec 25, 2014",6:00 PM,Enppi Club,Zamalek SC,Mahmoud Ashour,5,1,1,0,0,0,0:0 ,2:0,2,0,Home
505,505,745,2014,El Shorta x Enppi Club,2,"Thu, Sep 18, 2014",6:15 PM,El Shorta,Enppi Club,Sherif Rashwan,3,1,1,0,0,0,1:0 ,2:1,2,1,Home
506,506,746,2014,Alassiouty Sport x Masry Port Said,2,"Sat, Sep 20, 2014",3:15 PM,Alassiouty Sport,Masry Port Said,Hossam El Gallad,2,0,0,0,0,0,0:2 ,1:3,1,3,Away
507,507,747,2014,Ala'ab Damanhour x Harras El Hodoud,2,"Sat, Sep 20, 2014",3:15 PM,Ala'ab Damanhour,Harras El Hodoud,Ahmed El Sayed,2,3,0,0,0,0,0:1 ,1:1,1,1,Draw
508,508,748,2014,El Nasr x El Dakhlia SC,2,"Sat, Sep 20, 2014",3:15 PM,El Nasr,El Dakhlia SC,Said Hamza,3,2,0,0,0,0,0:2 ,0:4,0,4,Away
509,509,749,2014,Ittehad Alexandria x Petrojet,2,"Sat, Sep 20, 2014",3:15 PM,Ittehad Alexandria,Petrojet,Mahmoud El Banna,1,2,0,0,0,0,4:0 ,4:2,4,2,Home
510,510,750,2014,Arab Contractors SC x Smouha SC,2,"Sat, Sep 20, 2014",6:15 PM,Arab Contractors SC,Smouha SC,Mohamed Maarouf,3,0,0,0,0,0,0:0 ,0:0,0,0,Draw
511,511,751,2014,El Raja Marsa Matruh x El Gouna FC,2,"Sun, Sep 21, 2014",3:15 PM,El Raja Marsa Matruh,El Gouna FC,Ahmed El Ghandour,0,1,0,0,0,0,: ,1:0,1,0,Home
512,512,752,2014,Ismaily SC x Masr El Makasa,2,"Sun, Sep 21, 2014",3:15 PM,Ismaily SC,Masr El Makasa,Gehad Grisha,0,1,0,0,0,1,0:1 ,2:2,2,2,Draw
513,513,753,2014,Zamalek SC x Tala'ea El Gaish,2,"Sun, Sep 21, 2014",6:15 PM,Zamalek SC,Tala'ea El Gaish,Mohamed Hanafy,1,1,0,0,0,0,2:0 ,6:1,6,1,Home
514,514,754,2014,Wadi Degla FC x El Ahly Cairo,2,"Sat, Dec 20, 2014",6:30 PM,Wadi Degla FC,El Ahly Cairo,Mohamed Hanafy,0,1,0,0,0,0,0:0 ,0:0,0,0,Draw
515,515,755,2014,Masry Port Said x Ala'ab Damanhour,3,"Wed, Sep 24, 2014",3:15 PM,Masry Port Said,Ala'ab Damanhour,Mohamed Hassan,3,3,0,0,0,0,0:0 ,2:0,2,0,Home
516,516,756,2014,Harras El Hodoud x Arab Contractors SC,3,"Wed, Sep 24, 2014",3:15 PM,Harras El Hodoud,Arab Contractors SC,Mohamed Farouk,2,2,0,0,0,0,0:0 ,1:0,1,0,Home
517,517,757,2014,Enppi Club x Wadi Degla FC,3,"Wed, Sep 24, 2014",6:15 PM,Enppi Club,Wadi Degla FC,Amin Omar,2,4,0,0,0,0,1:0 ,1:0,1,0,Home
518,518,758,2014,Smouha SC x El Nasr,3,"Thu, Sep 25, 2014",3:15 PM,Smouha SC,El Nasr,Mohamed Abou-Khater,0,0,0,0,0,0,1:1 ,2:1,2,1,Home
519,519,759,2014,Petrojet x El Raja Marsa Matruh,3,"Thu, Sep 25, 2014",3:15 PM,Petrojet,El Raja Marsa Matruh,Tarek Magdi,1,3,0,0,0,0,0:0 ,0:2,0,2,Away
520,520,760,2014,El Dakhlia SC x Tala'ea El Gaish,3,"Thu, Sep 25, 2014",3:15 PM,El Dakhlia SC,Tala'ea El Gaish,Mohamed Sabahi,2,3,0,1,0,0,0:1 ,2:2,2,2,Draw
521,521,761,2014,Masr El Makasa x Alassiouty Sport,3,"Thu, Sep 25, 2014",3:15 PM,Masr El Makasa,Alassiouty Sport,Mahmoud Bassiouni,1,3,0,0,0,0,1:1 ,3:2,3,2,Home
522,522,762,2014,El Gouna FC x Ismaily SC,3,"Thu, Sep 25, 2014",3:15 PM,El Gouna FC,Ismaily SC,Ashraf Rashad,2,2,0,0,0,0,0:0 ,1:2,1,2,Away
523,523,763,2014,El Shorta x Zamalek SC,3,"Thu, Sep 25, 2014",6:15 PM,El Shorta,Zamalek SC,Mahmoud El Banna,3,3,0,0,0,0,0:0 ,0:0,0,0,Draw
524,524,764,2014,El Ahly Cairo x Ittehad Alexandria,3,"Wed, Dec 24, 2014",6:00 PM,El Ahly Cairo,Ittehad Alexandria,Samir Osman,1,1,0,0,0,0,0:2 ,1:4,1,4,Away
525,525,765,2014,Alassiouty Sport x El Gouna FC,4,"Tue, Sep 30, 2014",3:00 PM,Alassiouty Sport,El Gouna FC,Walid Abdelrazak,4,1,0,0,0,0,0:0 ,1:1,1,1,Draw
526,526,766,2014,Arab Contractors SC x Masry Port Said,4,"Tue, Sep 30, 2014",5:15 PM,Arab Contractors SC,Masry Port Said,Amr Ayed,0,4,0,0,0,0,0:0 ,1:0,1,0,Home
527,527,767,2014,Ittehad Alexandria x Enppi Club,4,"Tue, Sep 30, 2014",5:15 PM,Ittehad Alexandria,Enppi Club,Mohamed Adel,1,1,0,0,0,0,0:2 ,1:4,1,4,Away
528,528,768,2014,Tala'ea El Gaish x Smouha SC,4,"Tue, Sep 30, 2014",7:30 PM,Tala'ea El Gaish,Smouha SC,Ibrahim Nour Eldin,4,2,0,0,0,0,1:1 ,3:2,3,2,Home
529,529,769,2014,Ala'ab Damanhour x Masr El Makasa,4,"Wed, Oct 1, 2014",3:00 PM,Ala'ab Damanhour,Masr El Makasa,Ahmed El Dalil,0,4,0,0,0,0,0:1 ,1:1,1,1,Draw
530,530,770,2014,Ismaily SC x Petrojet,4,"Wed, Oct 1, 2014",5:15 PM,Ismaily SC,Petrojet,Hossam El Gallad,2,4,0,0,0,0,0:1 ,2:1,2,1,Home
531,531,771,2014,Zamalek SC x El Dakhlia SC,4,"Wed, Oct 1, 2014",7:30 PM,Zamalek SC,El Dakhlia SC,Gehad Grisha,1,3,0,0,0,0,0:0 ,0:0,0,0,Draw
532,532,772,2014,El Nasr x Harras El Hodoud,4,"Thu, Oct 2, 2014",3:00 PM,El Nasr,Harras El Hodoud,Mohamed Salama,4,1,0,0,0,0,2:1 ,2:2,2,2,Draw
533,533,773,2014,El Raja Marsa Matruh x El Ahly Cairo,4,"Thu, Oct 2, 2014",5:15 PM,El Raja Marsa Matruh,El Ahly Cairo,Mohamed Hanafy,4,4,0,0,0,0,0:0 ,2:1,2,1,Home
534,534,774,2014,Wadi Degla FC x El Shorta,4,"Thu, Oct 2, 2014",7:30 PM,Wadi Degla FC,El Shorta,Ahmed El Ghandour,1,3,1,0,0,0,0:0 ,1:0,1,0,Home
535,535,775,2014,El Gouna FC x Ala'ab Damanhour,5,"Sat, Oct 18, 2014",3:00 PM,El Gouna FC,Ala'ab Damanhour,Mohamed Abdelhafez,3,1,0,0,0,0,0:0 ,0:0,0,0,Draw
536,536,776,2014,Masr El Makasa x Arab Contractors SC,5,"Sun, Oct 19, 2014",3:00 PM,Masr El Makasa,Arab Contractors SC,Mahmoud Ashour,1,2,0,0,0,0,0:1 ,1:1,1,1,Draw
537,537,777,2014,Harras El Hodoud x Tala'ea El Gaish,5,"Sun, Oct 19, 2014",5:15 PM,Harras El Hodoud,Tala'ea El Gaish,Sherif Rashwan,2,1,0,0,0,0,1:0 ,1:0,1,0,Home
538,538,778,2014,Masry Port Said x El Nasr,5,"Sun, Oct 19, 2014",5:15 PM,Masry Port Said,El Nasr,Khaled Bakhit,3,5,0,1,0,0,1:0 ,3:2,3,2,Home
539,539,779,2014,Enppi Club x El Raja Marsa Matruh,5,"Sun, Oct 19, 2014",7:30 PM,Enppi Club,El Raja Marsa Matruh,Tarek Samy,3,1,0,1,0,0,2:1 ,4:1,4,1,Home
540,540,780,2014,Petrojet x Alassiouty Sport,5,"Mon, Oct 20, 2014",3:00 PM,Petrojet,Alassiouty Sport,Abdelaziz El Sayed,5,1,0,0,0,0,0:0 ,2:1,2,1,Home
541,541,781,2014,Smouha SC x El Dakhlia SC,5,"Mon, Oct 20, 2014",5:15 PM,Smouha SC,El Dakhlia SC,Mohamed Maarouf,5,4,0,0,0,0,0:0 ,0:1,0,1,Away
542,542,782,2014,Wadi Degla FC x Zamalek SC,5,"Mon, Oct 20, 2014",7:30 PM,Wadi Degla FC,Zamalek SC,Mahmoud Bassiouni,3,2,0,0,0,0,0:0 ,0:0,0,0,Draw
543,543,783,2014,El Ahly Cairo x Ismaily SC,5,"Wed, Oct 22, 2014",3:00 PM,El Ahly Cairo,Ismaily SC,Gehad Grisha,3,1,0,1,0,0,0:0 ,0:0,0,0,Draw
544,544,784,2014,El Shorta x Ittehad Alexandria,5,"Wed, Oct 22, 2014",7:30 PM,El Shorta,Ittehad Alexandria,Ibrahim Nour Eldin,1,3,0,0,0,0,0:0 ,0:0,0,0,Draw
545,545,785,2014,Tala'ea El Gaish x Masry Port Said,6,"Thu, Oct 23, 2014",5:15 PM,Tala'ea El Gaish,Masry Port Said,Mahmoud El Banna,2,2,0,0,0,0,2:0 ,4:2,4,2,Home
546,546,786,2014,El Nasr x Masr El Makasa,6,"Thu, Oct 23, 2014",7:30 PM,El Nasr,Masr El Makasa,Hesham Abdelhamid,1,2,0,0,0,0,0:0 ,0:2,0,2,Away
547,547,787,2014,Ala'ab Damanhour x Petrojet,6,"Sat, Oct 25, 2014",3:00 PM,Ala'ab Damanhour,Petrojet,Awad Saafan,1,1,0,0,0,0,0:1 ,0:2,0,2,Away
548,548,788,2014,Arab Contractors SC x El Gouna FC,6,"Sat, Oct 25, 2014",5:15 PM,Arab Contractors SC,El Gouna FC,Walid El Sayed,2,3,0,0,0,0,0:0 ,0:0,0,0,Draw
549,549,789,2014,Zamalek SC x Smouha SC,6,"Sat, Oct 25, 2014",7:30 PM,Zamalek SC,Smouha SC,Mohamed Hanafy,2,2,0,0,0,1,0:0 ,2:0,2,0,Home
550,550,790,2014,El Dakhlia SC x Harras El Hodoud,6,"Sun, Oct 26, 2014",2:00 PM,El Dakhlia SC,Harras El Hodoud,Mohamed Farouk,1,1,1,0,0,0,0:1 ,1:2,1,2,Away
551,551,791,2014,Ittehad Alexandria x Wadi Degla FC,6,"Sun, Oct 26, 2014",4:15 PM,Ittehad Alexandria,Wadi Degla FC,Amr Ayed,3,2,0,0,0,0,0:1 ,0:2,0,2,Away
552,552,792,2014,Ismaily SC x Enppi Club,6,"Sun, Oct 26, 2014",6:30 PM,Ismaily SC,Enppi Club,Mahmoud Ashour,1,1,0,0,0,0,0:0 ,0:0,0,0,Draw
553,553,793,2014,Alassiouty Sport x El Ahly Cairo,6,"Mon, Oct 27, 2014",2:00 PM,Alassiouty Sport,El Ahly Cairo,Sherif Rashwan,4,1,0,1,0,0,0:0 ,0:0,0,0,Draw
554,554,794,2014,El Raja Marsa Matruh x El Shorta,6,"Mon, Oct 27, 2014",6:00 PM,El Raja Marsa Matruh,El Shorta,Walid Abdelrazak,1,2,0,0,0,0,1:2 ,1:2,1,2,Away
555,555,795,2014,El Gouna FC x El Nasr,7,"Wed, Oct 29, 2014",1:45 PM,El Gouna FC,El Nasr,Said Hamza,4,1,0,0,0,0,1:0 ,2:1,2,1,Home
556,556,796,2014,Masr El Makasa x Tala'ea El Gaish,7,"Wed, Oct 29, 2014",4:00 PM,Masr El Makasa,Tala'ea El Gaish,Gehad Grisha,3,4,0,0,0,0,0:1 ,1:6,1,6,Away
557,557,797,2014,Petrojet x Arab Contractors SC,7,"Wed, Oct 29, 2014",6:30 PM,Petrojet,Arab Contractors SC,Mohamed Adel,3,3,0,0,0,0,1:1 ,2:1,2,1,Home
558,558,798,2014,Masry Port Said x El Dakhlia SC,7,"Thu, Oct 30, 2014",1:45 PM,Masry Port Said,El Dakhlia SC,Amin Omar,2,1,0,0,0,0,0:0 ,0:0,0,0,Draw
559,559,799,2014,Ittehad Alexandria x Zamalek SC,7,"Thu, Oct 30, 2014",5:00 PM,Ittehad Alexandria,Zamalek SC,Mohamed Farouk,2,2,0,0,0,0,0:0 ,0:1,0,1,Away
560,560,800,2014,Enppi Club x Alassiouty Sport,7,"Sat, Nov 1, 2014",1:45 PM,Enppi Club,Alassiouty Sport,Mohamed Abou-Khater,0,1,0,0,0,0,2:0 ,4:1,4,1,Home
561,561,801,2014,Harras El Hodoud x Smouha SC,7,"Sat, Nov 1, 2014",4:00 PM,Harras El Hodoud,Smouha SC,Ashraf Rashad,3,2,0,0,0,0,0:0 ,0:2,0,2,Away
562,562,802,2014,El Ahly Cairo x Ala'ab Damanhour,7,"Sat, Nov 1, 2014",6:30 PM,El Ahly Cairo,Ala'ab Damanhour,Mahmoud El Banna,2,2,0,0,0,0,1:1 ,4:2,4,2,Home
563,563,803,2014,El Shorta x Ismaily SC,7,"Sun, Nov 2, 2014",4:00 PM,El Shorta,Ismaily SC,Mohamed Sabahi,1,2,0,0,0,0,0:1 ,1:1,1,1,Draw
564,564,804,2014,Wadi Degla FC x El Raja Marsa Matruh,7,"Sun, Nov 2, 2014",6:30 PM,Wadi Degla FC,El Raja Marsa Matruh,Mohamed Salama,1,2,0,0,0,0,1:1 ,3:1,3,1,Home
565,565,805,2014,El Nasr x Petrojet,8,"Mon, Nov 3, 2014",4:00 PM,El Nasr,Petrojet,Mahmoud Bassiouni,3,2,0,0,0,0,0:1 ,2:3,2,3,Away
566,566,806,2014,El Dakhlia SC x Masr El Makasa,8,"Tue, Nov 4, 2014",1:45 PM,El Dakhlia SC,Masr El Makasa,Ahmed El Ghandour,2,1,0,0,0,0,1:1 ,1:1,1,1,Draw
567,567,807,2014,Tala'ea El Gaish x El Gouna FC,8,"Tue, Nov 4, 2014",4:00 PM,Tala'ea El Gaish,El Gouna FC,Hossam El Gallad,0,3,0,0,0,0,0:0 ,0:3,0,3,Away
568,568,808,2014,Smouha SC x Masry Port Said,8,"Wed, Nov 5, 2014",1:45 PM,Smouha SC,Masry Port Said,Mohamed Adel,2,1,0,0,0,0,0:0 ,0:1,0,1,Away
